CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
720467583,0,52,0,2,4,0,46,3,2,34516,2517,31999,0.685,3072
716549058,0,45,1,4,2,0,36,3,3,3111,2290,821,1.612,1998
713533983,0,56,0,1,5,0,48,6,4,2585,1207,1378,0.44,1590
787463508,1,26,0,0,1,0,13,5,4,2469,2410,59,0.544,1027
710256708,0,30,0,1,1,0,19,5,0,8744,1712,7032,0.895,2579
708980283,0,34,0,3,4,0,23,5,4,4185,2517,1668,0.861,2179
719484408,0,39,0,3,3,0,36,6,4,4759,1459,3300,1.24,2903
710023233,0,36,0,3,5,0,36,6,4,24457,1300,23157,0.914,2739
789101883,0,32,0,3,5,0,20,6,2,14244,1673,12571,0.699,2729
778381608,1,48,0,4,4,0,28,3,4,6572,417,6155,0.584,1766
787492908,0,50,1,2,0,0,34,5,2,23381,905,22476,0.645,4357
709932558,0,39,1,2,1,0,26,5,2,3471,2517,954,0.743,1771
780219483,0,61,1,0,1,0,51,4,1,2250,1041,1209,0.678,1339
708590658,0,65,1,1,0,0,53,5,2,15965,2312,13653,0.59,1619
715143333,0,45,1,1,1,0,36,6,2,9433,1578,7855,0.66,3910
801048483,0,34,0,3,5,0,28,4,3,9180,1814,7366,0.628,2646
711913833,0,37,0,3,2,0,36,4,4,8818,1437,7381,0.649,1865
715413483,0,44,1,3,1,0,36,5,3,4066,1028,3038,0.972,3888
715750758,0,56,0,1,4,0,36,6,1,9031,1535,7496,0.69,1602
714062958,0,36,0,4,2,0,36,6,2,9887,994,8893,0.488,2552
710458758,0,65,1,0,1,0,53,5,5,4161,2491,1670,0.41,1203
719494983,0,26,0,0,1,0,15,6,3,2740,2069,671,0.418,1997
710586483,1,26,1,0,0,0,13,1,4,6152,0,6152,0.391,968
772637058,0,34,0,3,3,0,24,3,4,8167,1740,6427,1.455,2141
718229133,0,51,0,2,5,0,41,6,4,23742,0,23742,0.769,3783
718423533,0,57,0,3,3,0,50,6,4,16791,1181,15610,0.55,2983
781089708,0,30,0,0,4,0,23,6,2,26783,1285,25498,0.59,2495
773082033,0,35,0,1,4,0,27,3,4,25516,1363,24153,1.172,2317
815288583,0,32,0,0,2,0,27,3,2,4815,1591,3224,1.409,2501
720431433,0,62,0,1,0,0,36,5,2,3198,2308,890,0.724,1402
709164408,1,32,0,1,1,0,23,1,3,2218,1696,522,0.367,730
710567508,0,53,0,3,4,0,44,4,3,23462,2202,21260,0.571,1387
719427333,0,55,0,3,3,0,36,5,4,2252,1737,515,0.685,1291
714765408,0,26,1,1,1,0,36,4,3,2557,1990,567,0.575,2266
709785783,1,35,1,0,1,0,25,5,4,2300,0,2300,0.877,1485
809290308,0,31,1,0,1,0,26,3,1,3540,1173,2367,1.106,1912
779598183,0,53,0,3,3,0,42,6,2,22938,1700,21238,0.636,3428
779783508,0,45,0,2,2,0,34,5,3,13129,901,12228,0.825,2564
719568333,0,39,0,3,4,1,36,5,2,34516,1900,32616,1.002,1668
719207733,0,61,1,0,1,0,53,5,0,3396,802,2594,0.548,1418
715533108,0,31,1,0,1,0,20,4,4,4712,955,3757,0.855,2568
714816258,0,37,0,2,3,0,36,4,2,7638,947,6691,0.682,2336
787573683,0,41,0,3,3,0,34,4,2,2624,1319,1305,0.768,4189
804310758,0,58,0,3,5,0,52,5,5,17934,1578,16356,0.593,2005
792912708,0,45,0,5,2,1,39,3,5,15198,2098,13100,0.8,3183
719078283,0,57,1,4,1,0,47,5,4,3191,2517,674,0.719,1501
708620283,0,35,0,1,3,0,25,6,2,6053,2001,4052,0.743,2208
770985633,0,39,0,2,2,0,26,6,2,5510,2027,3483,0.898,1980
780094008,0,55,0,3,5,0,40,4,1,12875,1119,11756,0.401,1624
716420358,0,41,1,2,2,0,36,5,4,2602,1490,1112,0.66,3151
825756333,0,55,1,0,1,0,51,4,1,2041,1885,156,0.587,2118
755273658,0,52,1,2,1,0,45,3,3,2548,1683,865,0.75,2055
709096908,0,57,0,2,5,0,49,6,1,4698,984,3714,0.373,1865
714840858,0,40,1,3,1,0,31,5,4,2222,1551,671,0.932,3302
721205508,0,47,0,4,4,0,36,3,4,8217,0,8217,0.678,1848
786493908,0,42,1,4,1,1,36,4,3,10091,0,10091,1.121,3347
803963808,0,39,0,3,4,0,34,4,5,19074,0,19074,0.804,3762
806170158,0,39,0,4,3,2,34,3,2,34516,542,33974,0.866,3899
751469808,0,36,0,3,5,0,29,5,4,12852,1945,10907,0.659,1606
721055058,0,36,0,2,3,0,21,4,5,12763,2517,10246,1.631,2599
709794333,0,29,0,0,1,0,19,6,4,2827,1430,1397,0.885,1608
718361583,0,56,1,2,0,0,36,3,5,8242,0,8242,0.434,1559
714327183,0,37,1,4,1,0,28,4,1,1825,1389,436,1.595,2878
808909008,0,61,0,0,1,0,56,6,4,1438.3,0,1438.3,0.589,1448
716207508,0,36,0,3,3,0,36,5,4,5497,1517,3980,0.624,1981
768965208,0,51,1,1,2,0,45,5,2,6778,865,5913,0.992,3158
720185058,1,46,0,3,3,0,36,2,4,4267,0,4267,0.862,1067
715220508,0,31,1,0,1,0,22,4,1,3273,2517,756,1.465,2726
712112733,0,33,0,2,2,0,25,5,2,9371,1541,7830,0.781,2518
712298883,0,50,1,3,1,0,38,3,1,1438.3,663,775.3,0.384,2987
717813558,1,57,1,3,0,0,36,1,2,8389,1960,6429,0.384,1334
716823408,0,65,0,0,0,0,56,3,2,28410,1608,26802,0.913,2278
719089383,0,48,0,2,2,0,29,3,1,6168,2371,3797,0.668,4303
710039208,0,57,1,3,0,0,40,3,1,2111,966,1145,0.923,3871
780237033,0,63,1,1,2,0,49,3,3,3141,1819,1322,0.497,1539
720986958,0,50,1,2,2,0,40,6,5,8307,2517,5790,1.743,2293
709473708,0,39,0,3,4,0,31,4,3,30753,1661,29092,0.681,1780
708593883,0,39,0,2,3,0,26,3,4,2731,1573,1158,0.943,1813
710241858,0,39,1,4,1,0,31,6,4,2890,0,2890,0.545,2040
715392558,0,52,0,1,5,0,44,6,2,34516,0,34516,1.03,2848
717399183,0,37,0,1,4,0,26,6,1,8058,1176,6882,1.164,2774
817925058,0,50,1,2,0,0,45,6,4,5660,2401,3259,0.779,1932
716029158,0,59,0,0,3,0,36,6,5,4230,1366,2864,0.63,1480
715043508,0,38,0,2,2,0,36,4,4,9515,0,9515,0.79,4642
716610558,0,65,1,0,2,0,36,3,3,10962,1559,9403,0.708,2724
716768808,0,57,0,1,5,0,36,6,4,23848,1967,21881,0.462,1591
795810633,0,65,0,0,0,0,56,3,2,10144,1295,8849,0.758,1234
779925033,0,38,1,4,2,0,22,4,4,2997,1969,1028,1.235,2807
790225758,0,41,0,2,4,0,35,6,3,2647,620,2027,0.664,2262
713879283,0,55,1,2,1,0,47,3,2,4580,1300,3280,0.519,1694
715968858,0,28,0,0,0,0,13,4,2,2608,1630,978,0.521,1822
767687208,0,31,0,2,4,0,24,6,3,34516,1180,33336,0.801,2329
778728783,0,39,1,2,1,0,19,5,1,3156,2095,1061,1.281,2739
713637783,0,44,1,3,0,0,31,5,0,24936,2053,22883,0.716,1810
718162908,0,55,0,3,4,0,42,3,1,26101,614,25487,0.397,1472
708664008,0,57,0,3,4,0,45,6,4,14270,0,14270,0.398,1222
711929058,0,28,0,0,0,0,21,5,5,25618,1209,24409,1.228,2157
770781558,0,35,1,2,1,0,21,5,2,3230,2517,713,0.677,1914
790048158,0,46,1,4,1,0,38,3,3,8881,1865,7016,1.279,2632
721258158,0,65,1,1,0,0,51,3,5,11037,1491,9546,0.651,2429
786480183,0,50,1,2,0,0,44,6,5,16763,0,16763,0.88,3626
721378008,0,31,0,0,2,0,21,6,2,2621,1461,1160,0.775,2718
786566733,0,49,0,2,4,0,43,3,5,4939,1190,3749,0.557,3764
794551383,0,50,1,3,1,0,32,5,4,4419,1218,3201,0.879,4535
820981383,0,44,1,4,1,0,39,5,4,9235,1796,7439,0.958,1739
713366583,0,63,1,1,1,0,56,6,3,3055,1685,1370,0.541,1405
767311008,0,41,0,1,4,0,35,6,3,19412,770,18642,0.755,1576
716624133,0,56,0,1,4,0,36,6,3,12786,1880,10906,0.702,1205
712727283,0,55,0,1,3,0,36,4,3,4666,1275,3391,0.397,1281
716059608,0,48,1,4,1,0,38,4,3,4894,1505,3389,0.78,3277
708292833,0,35,0,2,5,0,36,4,3,27389,1250,26139,0.641,2754
720013083,0,30,1,0,1,0,18,6,2,2132,797,1335,0.779,3265
710540883,0,37,0,3,4,0,24,5,2,6590,0,6590,0.714,2449
709212183,0,53,1,2,1,0,36,6,3,3176,1470,1706,0.388,1634
713424108,0,37,0,1,3,0,27,4,3,4288,2349,1939,0.718,2591
718476033,0,65,1,0,0,0,56,5,5,20130,2355,17775,0.716,2444
815001108,0,48,0,2,1,0,43,3,2,5945,1685,4260,0.9,3598
709802208,0,37,0,1,2,0,17,3,4,3350,0,3350,1.316,2849
713445183,0,35,0,1,3,0,26,4,2,4008,1841,2167,1.504,2794
717310458,0,35,1,3,1,0,27,3,2,5780,938,4842,0.988,2960
789158433,0,49,1,2,2,0,38,4,2,2497,1674,823,0.701,2922
788761608,0,26,1,0,0,0,13,3,4,10286,2286,8000,0.671,2564
709916058,0,58,0,1,3,0,36,3,3,2347,2163,184,0.615,1631
789804933,0,29,1,2,0,0,18,4,2,23125,1236,21889,0.995,2536
780070833,0,58,1,2,1,0,43,6,2,3034,2517,517,0.63,1617
772776033,0,33,0,2,4,0,23,3,3,7081,1874,5207,0.699,2249
719804208,0,36,0,2,2,0,28,5,3,6824,1873,4951,0.563,1933
715077483,0,47,1,3,1,0,36,4,4,1438.3,772,666.3,1.451,2250
717000858,0,41,0,2,1,0,29,3,2,2683,1738,945,0.745,2274
792402483,0,46,0,4,3,0,40,5,1,12280,985,11295,0.841,4263
712973733,0,58,0,4,3,0,36,3,2,14607,1480,13127,0.346,1393
813213558,0,53,1,1,1,0,48,4,3,2267,1469,798,0.716,3709
718215033,0,54,1,3,1,0,36,6,4,2556,2260,296,0.487,1401
717207408,0,39,1,1,0,0,34,4,2,12512,666,11846,0.914,2995
711426033,0,49,0,2,4,0,39,3,2,11332,946,10386,0.857,3806
719233833,0,35,1,3,1,0,23,3,4,3073,526,2547,0.702,1944
716864733,0,47,0,3,5,1,27,6,3,34516,2315,32201,0.599,1805
821168733,0,38,0,3,3,0,34,6,3,5323,2301,3022,0.68,1783
710135058,0,56,0,1,4,0,44,3,0,9078,1501,7577,0.51,1543
720228708,0,56,0,2,5,0,46,4,3,27029,1347,25682,0.381,1302
718618458,0,38,0,3,3,0,25,5,4,9859,1305,8554,0.722,4345
719470458,1,46,0,3,4,0,39,1,3,4026,243,3783,0.738,1102
719587158,0,37,0,1,2,0,25,3,3,2608,1799,809,0.732,2565
715499808,0,63,1,0,1,0,36,4,4,3552,2517,1035,0.465,1342
718589133,0,65,1,1,1,0,56,6,2,4613,1619,2994,0.697,2328
789235383,0,38,0,4,4,0,27,5,4,10386,1909,8477,1.43,2119
773364483,0,45,1,4,0,1,39,4,2,34516,1298,33218,0.757,1906
713548158,0,26,0,0,2,0,36,5,3,2657,1611,1046,0.599,2349
720264783,0,58,1,2,1,0,44,4,3,5031,1327,3704,0.553,1433
715319958,1,48,0,3,5,0,36,5,4,34516,787,33729,0.763,1312
710528583,0,26,1,0,2,0,16,6,4,1612,835,777,0.588,2148
809990883,0,48,1,3,1,0,43,6,2,2423,1773,650,0.574,2038
714412308,1,33,0,3,4,0,36,6,5,7140,0,7140,0.401,916
772303458,0,62,1,0,2,0,51,3,2,3377,948,2429,0.461,1407
721243083,1,55,0,3,4,0,41,1,4,34516,2408,32108,0.796,1187
711990933,0,40,1,2,1,0,29,4,2,2295,0,2295,0.699,3292
819977058,0,46,0,2,2,0,41,3,2,3150,1543,1607,0.998,3432
721467258,0,58,0,1,2,0,36,3,5,2165,1135,1030,0.707,1541
719976558,0,47,0,2,3,0,34,3,4,4249,1562,2687,0.773,1881
718824783,0,50,0,2,3,0,41,6,3,2966,1433,1533,0.49,1986
713303733,0,53,0,1,5,0,41,6,2,1612,744,868,0.636,1564
711129483,0,45,0,3,3,0,36,3,3,14593,1504,13089,0.668,3447
779618433,0,48,0,4,2,0,38,6,2,8327,1551,6776,0.463,4428
797757333,0,43,0,3,3,2,37,6,2,34516,1580,32936,0.707,4149
814497483,0,60,0,0,3,0,55,6,2,6479,1393,5086,0.468,1618
709623483,0,56,0,2,5,0,41,4,3,18442,1470,16972,0.491,1281
709056558,0,43,1,3,2,0,31,5,2,2800,2517,283,0.816,1994
708238833,0,57,1,3,1,0,36,6,3,3032,2215,817,0.408,1387
813261408,0,52,1,1,2,0,47,6,3,2151,1338,813,0.926,3446
720424608,0,56,1,1,0,0,36,6,2,24073,1084,22989,0.847,1341
798022683,1,43,0,1,4,0,37,4,3,25517,321,25196,0.769,2508
769756983,0,38,0,3,3,0,32,3,2,7709,2227,5482,1.295,2520
712674183,0,53,0,2,2,0,33,3,1,4065,2180,1885,0.321,1271
708900408,0,52,1,1,0,0,35,3,4,13169,1499,11670,0.603,4370
713625483,0,58,0,2,4,0,44,3,2,11811,2508,9303,0.476,1469
716869458,0,34,1,3,1,0,36,3,1,7440,704,6736,0.551,2251
788723133,0,36,0,1,2,0,20,5,2,12714,976,11738,0.649,2240
794462133,0,55,1,0,2,0,35,5,3,3735,1978,1757,0.675,1749
712604133,0,54,0,1,4,0,43,3,4,25882,1699,24183,0.428,1736
714397983,0,36,0,2,2,0,36,4,1,3877,1495,2382,0.783,1942
788269158,0,35,1,2,0,0,27,4,0,3280,1806,1474,0.963,2534
715898058,0,53,0,2,5,0,36,5,3,11023,0,11023,0.539,1656
711906033,0,48,1,3,1,0,36,4,2,6182,1131,5051,0.566,3546
711367308,0,37,0,3,2,0,19,3,4,2186,1185,1001,0.998,2614
790186458,0,45,0,3,4,0,39,3,0,17996,864,17132,0.597,1589
712040433,0,54,1,1,1,0,43,6,3,2306,2200,106,0.697,2097
709616958,0,38,0,2,3,1,30,4,4,26556,1583,24973,0.694,3168
714633858,0,35,1,2,1,0,18,3,2,5779,2517,3262,1.201,2102
794818833,0,36,1,1,1,0,30,6,2,5494,2078,3416,0.79,2661
711219333,0,33,0,1,5,0,14,6,0,7571,2264,5307,0.696,2273
713384508,0,28,0,1,1,0,14,4,1,2897,1398,1499,0.907,2698
772514808,0,36,1,2,2,0,26,3,4,3131,2379,752,0.748,2315
710808108,0,34,1,3,1,0,27,3,2,4274,2517,1757,0.666,2257
778973658,0,55,0,0,3,0,36,4,4,4980,906,4074,0.721,2273
712005108,0,61,1,0,1,0,48,3,3,3156,2155,1001,0.438,1376
804577833,0,44,1,2,1,0,39,5,0,6861,2101,4760,0.464,3974
715028283,0,54,0,1,4,0,46,3,2,15554,2497,13057,1.027,2836
789786258,0,39,0,2,4,0,28,3,4,26570,1915,24655,1.454,2118
715421058,0,51,0,1,3,0,36,3,4,22224,979,21245,1.255,3346
797166633,0,47,0,2,4,0,41,6,4,10606,1713,8893,0.899,2694
711041508,0,37,1,1,2,0,25,4,4,5865,2517,3348,1.348,2623
712847208,0,47,1,3,2,0,36,5,3,5369,1854,3515,0.959,1898
779174133,0,56,0,3,5,0,43,5,5,5188,753,4435,0.591,1540
715680933,0,53,0,1,4,0,36,4,4,17742,1463,16279,0.803,3369
770871708,0,62,0,0,2,0,48,5,5,2591,0,2591,0.601,2123
772643058,0,58,1,3,1,0,48,6,3,2800,1834,966,0.615,1571
718199133,0,57,0,1,4,0,36,3,2,6543,2260,4283,0.448,1519
721475133,0,54,1,1,0,0,36,6,4,26053,829,25224,0.669,2768
766322883,0,33,1,3,2,0,26,6,5,6316,1344,4972,0.823,2401
771197433,0,54,1,1,1,0,41,3,4,4658,588,4070,0.856,1351
709516458,0,30,0,0,3,0,22,3,3,6476,0,6476,0.551,2723
716456808,0,36,1,2,1,0,36,6,5,8087,1263,6824,0.615,2429
716819958,0,60,0,2,3,0,50,3,2,9033,845,8188,0.663,1661
779449308,0,46,1,4,1,0,28,6,4,3206,0,3206,1.065,3253
784891458,0,55,0,1,4,0,49,4,3,28751,2158,26593,0.536,1502
790004883,0,55,0,1,4,0,47,3,3,2938,1995,943,0.514,1352
770262183,0,31,0,0,1,0,25,5,2,5715,1741,3974,0.816,2324
715277583,0,55,1,3,1,0,36,3,1,2111,1209,902,0.594,2803
815510883,0,36,0,2,2,0,31,3,5,11862,2282,9580,0.837,2576
713997183,0,34,1,2,1,0,36,3,2,2791,2160,631,0.825,2214
715107033,0,33,1,1,1,0,36,3,4,6551,1440,5111,0.629,2429
720706008,0,30,0,2,2,0,16,5,5,4533,1977,2556,0.664,2679
710108133,0,54,1,2,2,0,36,5,0,1854,1528,326,0.444,1307
718983333,0,53,0,2,4,0,43,6,3,6704,1354,5350,0.411,1331
714030183,0,59,0,0,4,1,36,5,3,34516,1494,33022,1.229,3259
710496708,0,41,0,2,5,0,32,6,2,5489,1513,3976,0.87,4085
714935883,0,45,0,3,2,0,36,3,1,10619,607,10012,0.883,4074
718972758,0,50,1,2,1,0,40,5,3,2481,1287,1194,0.465,1825
711827958,0,57,0,2,3,0,47,4,1,5100,1970,3130,0.371,1032
778724058,0,63,0,0,2,0,49,5,3,5905,726,5179,0.85,3982
809620833,0,35,1,3,0,0,30,3,2,9293,0,9293,0.897,2314
718920708,0,35,0,3,3,0,25,5,3,5240,1451,3789,1.198,2172
771051783,0,53,0,3,5,0,40,6,5,4182,741,3441,0.885,1297
715970133,0,33,1,4,1,0,24,6,2,9857,0,9857,0.699,3448
806889633,0,38,0,2,4,0,33,3,4,20117,1226,18891,1.4,2906
717338733,0,31,0,0,1,0,22,3,3,6012,0,6012,0.968,2801
779223858,0,37,0,2,3,0,27,4,4,6369,0,6369,1.454,2675
769980333,0,36,0,1,4,0,30,4,5,13005,2152,10853,1.424,3023
716112933,1,39,1,3,0,0,36,3,3,1575,592,983,0.236,644
788783133,0,58,1,0,1,0,39,5,3,6679,1207,5472,0.538,1649
816325533,0,39,1,1,1,0,34,6,5,6458,1802,4656,0.923,2315
720113433,0,61,0,0,3,0,48,3,4,20803,1446,19357,0.736,2073
717233058,0,34,0,4,2,0,26,3,4,5540,1240,4300,0.843,1524
710233683,0,55,0,3,4,0,36,4,4,2801,2403,398,0.884,1526
778327908,0,50,0,2,1,0,40,4,5,2419,2380,39,0.695,4099
716400633,0,33,0,3,2,0,24,6,3,5156,1427,3729,0.48,2057
787488108,0,48,1,1,0,0,36,6,4,14228,1953,12275,0.651,1970
771649083,0,63,0,0,4,0,51,3,4,10257,1021,9236,0.467,1508
789853533,1,54,0,3,2,0,44,2,5,3032,0,3032,0.949,1037
806256333,1,41,0,4,3,0,36,2,5,1438.3,312,1126.3,0.657,1786
796336833,0,51,0,3,4,0,45,5,4,32096,0,32096,0.766,2619
713763633,0,54,1,2,0,0,46,5,2,3014,794,2220,0.5,1488
710942358,0,47,0,4,2,0,36,3,3,5762,1890,3872,0.938,3814
713974533,0,52,1,3,1,0,45,5,3,2555,1701,854,1.492,3127
787231233,0,34,0,5,4,1,28,3,2,34516,1731,32785,0.605,2421
719810583,0,64,0,0,1,0,54,4,2,2140,1361,779,0.46,1280
717124983,0,62,1,1,2,0,43,3,1,4760,0,4760,0.564,1459
787523283,0,38,0,1,4,0,27,6,5,26372,1365,25007,1.394,2291
719493858,0,52,1,2,1,0,43,5,2,8203,654,7549,0.588,2910
709897983,0,35,1,2,2,0,24,5,3,2655,1527,1128,0.715,1921
717225258,0,35,0,2,5,0,27,6,2,13655,1048,12607,0.509,2383
803148033,0,54,0,1,4,0,48,6,5,12169,1935,10234,0.435,1599
779474958,0,35,1,3,1,0,17,6,1,2956,1823,1133,0.969,2144
712060158,0,35,0,0,3,0,18,6,3,2598,1645,953,0.765,2483
713292933,0,36,1,3,0,0,36,5,2,10566,726,9840,0.893,2156
710982858,0,33,1,3,2,0,36,6,2,8232,2259,5973,1.158,2849
714542058,0,53,0,1,3,1,44,5,1,26365,680,25685,0.498,3411
712319058,0,37,1,1,1,0,29,5,0,4671,1933,2738,0.986,2468
744483633,0,35,0,3,5,0,28,4,2,14869,0,14869,1.624,2753
714947883,0,59,0,1,2,0,36,6,2,2300,1965,335,0.596,1693
788776908,0,47,0,1,4,0,28,6,4,2797,1802,995,0.675,3525
714802458,0,48,1,3,2,0,30,5,1,2657,2115,542,0.688,3580
721485708,0,58,0,2,4,0,46,6,3,9149,1806,7343,0.35,1220
716378658,0,55,1,2,1,0,36,5,3,2629,1476,1153,0.537,1725
713375658,0,37,0,2,2,0,17,6,3,3176,0,3176,0.652,2298
717828108,0,57,0,2,4,0,42,6,0,21875,2517,19358,0.409,1327
788784258,0,60,0,2,0,0,41,5,4,3007,1664,1343,0.34,1475
718875483,0,50,0,1,3,0,40,4,4,17404,1745,15659,0.54,4491
811111083,0,56,0,2,3,0,51,5,3,2863,2517,346,0.583,1458
715749108,0,48,0,3,3,2,37,5,2,34516,2429,32087,0.742,3205
780197133,0,40,0,4,3,0,30,4,1,13919,1266,12653,0.438,3699
719146008,1,48,0,3,4,0,39,4,3,18672,2517,16155,0.799,1126
717727308,0,50,1,1,1,0,36,6,2,4204,499,3705,0.635,4740
718445883,0,61,1,1,1,0,36,3,4,6859,2489,4370,0.65,1617
795997908,0,36,0,2,4,0,30,6,3,16050,1480,14570,1.326,3215
710159658,0,46,0,5,5,0,32,5,2,34516,1024,33492,0.72,2436
716068683,0,28,0,0,0,0,36,3,3,16766,1535,15231,1.042,3093
778844433,0,49,0,5,4,0,30,3,1,20895,1808,19087,0.572,3210
715161633,0,44,1,4,2,0,38,6,3,7881,2517,5364,0.738,3068
773270058,0,57,0,5,4,0,50,4,3,13427,0,13427,0.521,1337
714120258,0,37,0,2,4,0,36,3,2,2281,1677,604,1.027,2735
720076458,0,57,0,2,4,0,52,6,4,10974,0,10974,0.591,1327
720693033,1,33,0,1,3,0,36,1,4,8925,168,8757,0.447,741
719978583,0,46,0,2,3,0,40,4,3,5265,0,5265,0.524,3281
712784058,1,45,1,2,0,0,36,6,3,17156,2517,14639,0.717,1142
717261708,0,53,0,1,4,0,36,4,3,13457,1248,12209,0.512,1548
803665983,0,52,0,0,3,0,46,3,4,2742,2184,558,0.592,3829
815838633,0,34,0,1,3,0,29,3,3,3890,2286,1604,0.633,1889
826706208,0,55,0,3,4,0,51,6,3,17198,0,17198,0.803,4042
721218408,0,53,0,4,5,0,41,6,4,3401,1713,1688,0.773,1924
779484408,0,37,0,1,3,0,19,6,2,18951,1243,17708,1.148,2874
710416533,0,58,1,3,2,0,52,4,1,1454,888,566,1.19,3060
719706483,0,33,0,3,5,0,20,6,2,27499,1188,26311,0.544,2202
712206858,0,39,0,3,5,0,36,3,2,32964,2231,30733,1.731,3094
709886583,0,37,1,2,1,0,28,5,1,7411,633,6778,0.762,2761
711040758,0,32,0,0,2,0,36,4,3,7200,0,7200,0.894,3006
817197333,0,26,1,1,0,0,13,6,3,12007,956,11051,0.832,2678
718929708,0,60,1,0,1,0,50,4,2,3147,1602,1545,0.569,1558
721150833,0,37,0,1,4,0,18,6,5,5110,1942,3168,0.749,3028
714514983,0,43,1,5,1,0,35,3,4,5438,2214,3224,0.668,5029
779888658,0,56,0,1,4,0,40,6,1,17450,2193,15257,0.419,1426
715883358,0,52,0,3,4,0,39,3,2,18352,1509,16843,0.898,1454
713363583,0,34,0,2,5,0,17,3,2,5030,2326,2704,0.856,3345
772935108,0,47,0,1,4,1,38,3,3,34516,802,33714,0.899,1823
820075983,0,26,0,0,1,0,21,4,2,1585,1535,50,0.462,2299
721502958,0,54,0,1,5,0,42,5,3,3251,1919,1332,0.56,1406
708596283,0,35,1,3,1,0,23,3,2,2858,1251,1607,0.576,2844
710325258,0,52,0,1,4,1,36,6,0,34516,1847,32669,0.527,3284
708823908,0,41,0,3,3,0,28,4,3,16443,1363,15080,0.688,4252
826401858,0,36,1,0,1,0,32,3,3,3687,1655,2032,0.742,2448
709554483,0,53,1,1,1,0,36,5,3,4840,2517,2323,0.445,1637
710545158,0,42,0,3,5,0,36,6,2,15108,0,15108,1.015,3738
788621658,0,54,0,1,3,0,37,6,2,1909,1753,156,0.788,1457
716713533,0,53,0,3,4,0,44,5,2,19063,1236,17827,0.542,3393
712338033,0,36,0,2,4,0,26,4,4,15982,1691,14291,0.808,1687
711639708,0,42,0,3,3,0,32,6,2,1438.3,0,1438.3,0.66,1794
720216108,0,27,1,2,1,0,14,4,3,2549,2130,419,0.693,2605
718708908,0,58,0,4,3,0,36,6,4,5967,2350,3617,0.543,1426
802890333,0,59,0,1,2,0,53,5,3,2182,1558,624,0.457,1660
712965183,0,63,1,2,1,0,52,5,3,2689,2101,588,0.416,1188
796170933,0,57,0,2,4,0,51,6,4,30622,0,30622,1.329,3600
712816833,0,56,1,0,0,0,48,4,2,4203,1965,2238,0.441,1425
814829583,0,42,1,3,1,0,37,6,3,6453,0,6453,0.76,4822
798769458,0,29,1,1,1,0,23,3,2,3318,927,2391,0.934,3011
818034558,0,44,0,2,3,0,39,5,3,22075,1506,20569,0.794,2337
719483358,0,33,0,1,2,0,14,3,2,6746,1750,4996,0.962,2962
719647383,0,35,0,2,4,0,36,5,2,4408,1463,2945,0.728,2001
714909108,0,33,1,3,1,0,36,5,3,4838,1338,3500,0.707,2641
793678608,0,46,0,4,4,1,40,5,4,34516,0,34516,0.938,3568
720854358,0,27,0,0,2,0,14,4,4,3823,2130,1693,0.371,2026
709126833,0,42,0,3,5,0,36,3,1,21670,2183,19487,0.995,4121
788896983,0,53,0,2,3,0,38,6,2,7928,1228,6700,0.632,1537
715731033,0,50,0,3,5,0,42,3,3,33996,949,33047,0.846,3569
717636933,0,48,1,5,2,0,40,3,1,4365,0,4365,0.598,3542
772658658,0,57,0,2,3,0,47,6,4,2248,0,2248,0.735,4439
755943033,0,34,1,2,1,0,27,4,1,1901,1176,725,0.612,2450
772399983,0,55,0,2,4,1,45,3,4,34516,1433,33083,0.728,1966
826130133,0,58,0,2,5,0,54,6,4,31680,1812,29868,0.483,1121
719238183,0,55,1,3,1,0,35,3,3,1872,1167,705,0.517,2238
802666083,0,48,1,2,1,0,42,3,2,2055,0,2055,1.064,3656
713682708,0,45,0,2,2,0,37,5,2,10991,1328,9663,1.027,3692
712774008,0,59,0,0,1,0,46,6,2,3939,2517,1422,0.376,1489
717627333,0,53,1,2,2,0,40,5,4,2127,1995,132,0.374,1363
779542608,0,47,0,4,4,0,32,3,2,34010,1340,32670,0.744,1739
715322958,0,43,1,3,0,0,36,4,1,6971,1506,5465,0.57,3575
779100408,0,33,1,1,1,0,15,6,0,1741,1328,413,0.69,2629
715352883,0,49,1,2,0,0,36,3,2,24904,0,24904,0.636,5176
789963033,1,54,1,1,1,0,45,3,5,1438.3,0,1438.3,0.647,1603
710687508,0,65,0,0,1,0,56,6,1,2621,1858,763,0.987,2148
789656358,0,49,1,5,2,0,35,5,1,11115,1292,9823,0.797,3956
715720083,0,47,0,5,4,0,39,6,3,13241,0,13241,1.002,3157
716584158,0,51,0,4,4,0,42,6,2,14438,2517,11921,0.853,2090
815727183,0,36,0,3,4,0,31,6,1,5228,1443,3785,0.934,2683
717066408,0,36,0,2,3,0,36,3,4,5550,1518,4032,1.182,2540
708104658,0,46,0,1,2,0,36,4,2,1438.3,890,548.3,1.143,2928
718016808,0,62,1,0,1,0,55,3,0,2064,1282,782,0.455,1475
814571058,0,30,1,1,1,0,24,4,0,3450,2517,933,0.652,2545
714757908,0,46,0,4,5,1,36,4,3,34516,1380,33136,0.66,2163
